module,genome_name,db_name,module_name,module_class,module_category,module_subcategory,module_definition,stepwise_module_completeness,stepwise_module_is_complete,pathwise_module_completeness,pathwise_module_is_complete,proportion_unique_enzymes_present,enzymes_unique_to_module,unique_enzymes_hit_counts,enzyme_hits_in_module,gene_caller_ids_in_module,warnings
M00840,Reference_reformatted,Reference_reformatted,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K14652 K22100 -- K01633 K13941 K22099 K00287,0.4285714285714285,False,0.4285714285714285,False,,No enzymes unique to module,,"K00287,K01633,K14652","2779,948,2415","'--' steps are assumed incomplete,K00287 is present in multiple modules: M00126/M00840,K01633 is present in multiple modules: M00126/M00840,K14652 is present in multiple modules: M00125/M00840"
M00841,Reference_reformatted,Reference_reformatted,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01495 K22101 K13941 K11754 K13998,0.4,False,0.4,False,,No enzymes unique to module,,"K01495,K11754,K11754","946,945,231","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K11754 is present in multiple modules: M00126/M00841"
M00842,Reference_reformatted,Reference_reformatted,"Tetrahydrobiopterin biosynthesis, GTP => BH4",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01495 K01737 K00072,0.6666666666666666,False,0.6666666666666666,False,,No enzymes unique to module,,"K01495,K01737","946,1287","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988"
M00843,Reference_reformatted,Reference_reformatted,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01495 K01737 K17745,0.6666666666666666,False,0.6666666666666666,False,,No enzymes unique to module,,"K01495,K01737","946,1287","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988"
M00880,Reference_reformatted,Reference_reformatted,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)",1.0,True,1.0,True,1.0,"K03635,K03637,K03638,K03639,K03750","1,1,1,1,1","K03635,K03637,K03638,K03639,K03750","2450,2464,2467,2452,2466",
M00988,Reference_reformatted,Reference_reformatted,"PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K01495,K09007,K22391) K01737 K10026 K06920 (K06879,K09457)",0.4,False,0.4,False,,No enzymes unique to module,,"K01495,K01737,K22391","946,1287,2809","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988,K22391 is present in multiple modules: M00126/M00988"
M00140,Reference_reformatted,Reference_reformatted,"C1-unit interconversion, prokaryotes",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K00600 (K01491,(K00300 K01500)) K01938",1.0,True,1.0,True,,No enzymes unique to module,,"K00600,K01491,K01938","281,2557,2705","K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618"
M00141,Reference_reformatted,Reference_reformatted,"C1-unit interconversion, eukaryotes",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K00600 (K00288,(K13403 K13402))",0.5,False,0.5,False,,No enzymes unique to module,,K00600,281,K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141
M00868,Reference_reformatted,Reference_reformatted,"Heme biosynthesis, animals and fungi, glycine => heme",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772,0.125,False,0.125,False,,No enzymes unique to module,,K01772,2301,K01772 is present in multiple modules: M00868/M00121/M00926
M00121,Reference_reformatted,Reference_reformatted,"Heme biosynthesis, plants and bacteria, glutamate => heme",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772",0.2,False,0.2,False,1.0,K01885,1,"K01772,K01885","2301,1763",K01772 is present in multiple modules: M00868/M00121/M00926
M00926,Reference_reformatted,Reference_reformatted,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435",0.1111111111111111,False,0.1111111111111111,False,,No enzymes unique to module,,K01772,2301,K01772 is present in multiple modules: M00868/M00121/M00926
M00122,Reference_reformatted,Reference_reformatted,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233",0.1428571428571428,False,0.1428571428571428,False,1.0,K02226,2,"K02226,K02226","1414,2016",
M00117,Reference_reformatted,Reference_reformatted,"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K03181,K18240) K03179 K03182+K03186 K18800 K00568 K03185 K03183 (K03184,K06134)",0.125,False,0.1875,False,,No enzymes unique to module,,"K03183,K03186","1037,1480","K03183 is present in multiple modules: M00117/M00989/M00116,K03186 is present in multiple modules: M00117/M00989/M00849"
M00989,Reference_reformatted,Reference_reformatted,"Ubiquinone biosynthesis, O2-independent, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K03181,K18240) K03179 K03182+K03186 K24844+K24845+K24843 K00568 K03183",0.1666666666666666,False,0.25,False,,No enzymes unique to module,,"K03183,K03186","1037,1480","K03183 is present in multiple modules: M00117/M00989/M00116,K03186 is present in multiple modules: M00117/M00989/M00849"
M00116,Reference_reformatted,Reference_reformatted,"Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183,0.2222222222222222,False,0.2222222222222222,False,1.0,K02548,2,"K02548,K02548,K03183","2152,2656,1037",K03183 is present in multiple modules: M00117/M00989/M00116
M00095,Reference_reformatted,Reference_reformatted,"C5 isoprenoid biosynthesis, mevalonate pathway",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823",0.5714285714285714,False,0.5714285714285714,False,1.0,"K00938,K01597","1,1","K00869,K00938,K01597,K01641","2671,2669,2670,2935","K00869 is present in multiple modules: M00095/M00849,K01641 is present in multiple modules: M00088/M00095/M00849"
M00849,Reference_reformatted,Reference_reformatted,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823",0.3333333333333333,False,0.4375,False,1.0,K00054,1,"K00054,K00869,K01641,K03186","1640,2671,2935,1480","K00869 is present in multiple modules: M00095/M00849,K01641 is present in multiple modules: M00088/M00095/M00849,K03186 is present in multiple modules: M00117/M00989/M00849"
M00096,Reference_reformatted,Reference_reformatted,"C5 isoprenoid biosynthesis, non-mevalonate pathway",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823",0.25,False,0.25,False,1.0,"K00919,K01662","1,1","K00919,K01662","1655,395",
M00364,Reference_reformatted,Reference_reformatted,"C10-C20 isoprenoid biosynthesis, bacteria",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K01823 (K00795,K13789,K13787)",0.5,False,0.5,False,,No enzymes unique to module,,K13787,2151,K13787 is present in multiple modules: M00364/M00365/M00921
M00365,Reference_reformatted,Reference_reformatted,"C10-C20 isoprenoid biosynthesis, archaea",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,K01823 K13787,0.5,False,0.5,False,,No enzymes unique to module,,K13787,2151,K13787 is present in multiple modules: M00364/M00365/M00921
M01038,Reference_reformatted,Reference_reformatted,"Staphyloxanthin biosynthesis, bacteria, farnesyl-PP => staphyloxanthin",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid biosynthesis,K10208 K10209 K10210 K25072 K10211 K10212,0.1666666666666666,False,0.1666666666666666,False,1.0,K10208,1,K10208,915,
M00097,Reference_reformatted,Reference_reformatted,"Lycopene biosynthesis, geranylgeranyl-PP => lycopene",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid biosynthesis,"(K02291,K17841) ((K02293 K15744 K00514 K09835),K10027,K15745)",1.0,True,1.0,True,1.0,"K02291,K10027","1,1","K02291,K10027","915,914",
M00953,Reference_reformatted,Reference_reformatted,"Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid",Pathway modules,Biosynthesis of other secondary metabolites,Biosynthesis of phytochemical compounds,K00789 K05953 K14271 K22374 K18054,0.2,False,0.2,False,,No enzymes unique to module,,K00789,2306,K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00848,Reference_reformatted,Reference_reformatted,"Aurachin biosynthesis, anthranilate => aurachin A",Pathway modules,Biosynthesis of other secondary metabolites,Biosynthesis of other antibiotics,K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802,0.0,False,0.03125,False,,No enzymes unique to module,,"K02078,K02078","2585,2619","K02078 is present in multiple modules: M00885/M00886/M00848,No KOfam profile for K09460,No KOfam profile for K14245,No KOfam profile for K14246,No KOfam profile for K21271,No KOfam profile for K21272,No KOfam profile for K22798,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K22801,No KOfam profile for K22802"
M00921,Reference_reformatted,Reference_reformatted,"Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin",Pathway modules,Biosynthesis of other secondary metabolites,Biosynthesis of other bacterial compounds,K13787 K18686 K22997 K22998,0.25,False,0.25,False,,No enzymes unique to module,,K13787,2151,K13787 is present in multiple modules: M00364/M00365/M00921
M00538,Reference_reformatted,Reference_reformatted,"Toluene degradation, toluene => benzoate",Pathway modules,Xenobiotics biodegradation,Aromatics degradation,K15760+K15761-K15762+K15763+K15764-K15765 K00055 K00141,0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00055,749,K00055 is present in multiple modules: M00538/M00537
M00537,Reference_reformatted,Reference_reformatted,"Xylene degradation, xylene => methylbenzoate",Pathway modules,Xenobiotics biodegradation,Aromatics degradation,K15757+K15758 K00055 K00141,0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00055,749,K00055 is present in multiple modules: M00538/M00537
M00569,Reference_reformatted,Reference_reformatted,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",Pathway modules,Xenobiotics biodegradation,Aromatics degradation,"(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)",0.0,False,0.1428571428571428,False,1.0,K01821,1,K01821,2654,
M00545,Reference_reformatted,Reference_reformatted,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",Pathway modules,Xenobiotics biodegradation,Aromatics degradation,"(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073",0.0,False,0.0357142857142857,False,1.0,K00529,1,K00529,1139,
M00627,Reference_reformatted,Reference_reformatted,"beta-Lactam resistance, Bla system",Signature modules,Gene set,Drug resistance,"K02172 K02171 (K18766,K17836)",0.6666666666666666,False,0.6666666666666666,False,1.0,"K02171,K17836","1,2","K02171,K17836,K17836","996,254,1661",
M00651,Reference_reformatted,Reference_reformatted,"Vancomycin resistance, D-Ala-D-Lac type",Signature modules,Gene set,Drug resistance,"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)",0.0,False,0.2857142857142857,False,1.0,"K07260,K08641","1,1","K07260,K08641","2050,1844",
M00704,Reference_reformatted,Reference_reformatted,"Tetracycline resistance, efflux pump Tet38",Signature modules,Gene set,Drug resistance,K18906 K08168,0.5,False,0.5,False,1.0,K08168,3,"K08168,K08168,K08168","1907,2307,2824",
M00725,Reference_reformatted,Reference_reformatted,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon",Signature modules,Gene set,Drug resistance,K19077 K19078 K03367+K03739+K14188+K03740,0.3333333333333333,False,0.3333333333333333,False,1.0,"K03367,K03739,K03740,K14188","1,1,1,2","K03367,K03739,K03740,K14188,K14188","2896,2895,2893,2894,2382",
M00726,Reference_reformatted,Reference_reformatted,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF",Signature modules,Gene set,Drug resistance,K19077 K19078 K14205,0.3333333333333333,False,0.3333333333333333,False,1.0,K14205,1,K14205,1779,
M00700,Reference_reformatted,Reference_reformatted,"Multidrug resistance, efflux pump AbcA",Signature modules,Gene set,Drug resistance,"(K18906,K18907) K18104",1.0,True,1.0,True,1.0,K18104,2,"K18104,K18104,K18907","313,677,2383",K18907 is present in multiple modules: M00700/M00702
M00702,Reference_reformatted,Reference_reformatted,"Multidrug resistance, efflux pump NorB",Signature modules,Gene set,Drug resistance,"(K18906,K18907) K08170",0.5,False,0.5,False,,No enzymes unique to module,,K18907,2383,K18907 is present in multiple modules: M00700/M00702
M00705,Reference_reformatted,Reference_reformatted,"Multidrug resistance, efflux pump MepA",Signature modules,Gene set,Drug resistance,K18909 K18908,0.5,False,0.5,False,1.0,K18909,2,"K18909,K18909","979,2825",
M00611,Reference_reformatted,Reference_reformatted,Oxygenic photosynthesis in plants and cyanobacteria,Signature modules,Module set,Metabolic capacity,"(M00161,M00163) M00165",0.0,False,0.3181818181818182,False,,No enzymes unique to module,,"K00134,K00615,K00615,K00927,K01624,K01807,K01807","1861,1117,2105,1862,1538,1758,1558","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612"
M00612,Reference_reformatted,Reference_reformatted,Anoxygenic photosynthesis in purple bacteria,Signature modules,Module set,Metabolic capacity,M00597 M00165,0.0,False,0.3181818181818182,False,,No enzymes unique to module,,"K00134,K00615,K00615,K00927,K01624,K01807,K01807","1861,1117,2105,1862,1538,1758,1558","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612"
M00613,Reference_reformatted,Reference_reformatted,Anoxygenic photosynthesis in green nonsulfur bacteria,Signature modules,Module set,Metabolic capacity,M00597 M00376,0.0,False,0.0673076923076923,False,,No enzymes unique to module,,"K01679,K01961,K01963,K02160,K02160,K02160","2135,1749,1750,2623,1565,1748","K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614,K01961 is present in multiple modules: M00376/M00082/M00613,K01963 is present in multiple modules: M00376/M00082/M00613,K02160 is present in multiple modules: M00376/M00082/M00613"
M00614,Reference_reformatted,Reference_reformatted,Anoxygenic photosynthesis in green sulfur bacteria,Signature modules,Module set,Metabolic capacity,M00598 M00173,0.0,False,0.1,False,,No enzymes unique to module,,"K01007,K01679,K01958","2815,2135,79","K01007 is present in multiple modules: M00173/M00374/M00614,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614,K01958 is present in multiple modules: M00173/M00614"
M00617,Reference_reformatted,Reference_reformatted,Methanogen,Signature modules,Module set,Metabolic capacity,"M00567,M00357,M00356,M00563",0.0,False,0.3333333333333333,False,,No enzymes unique to module,,"K00625,K00925,K00925,K00925","1878,166,1419,1517","K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618"
M00618,Reference_reformatted,Reference_reformatted,Acetogen,Signature modules,Module set,Metabolic capacity,M00377 M00579,0.5,False,0.6428571428571428,False,,No enzymes unique to module,,"K00625,K00925,K00925,K00925,K01491,K01938","1878,166,1419,1517,2557,2705","K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618"
M00615,Reference_reformatted,Reference_reformatted,Nitrate assimilation,Signature modules,Module set,Metabolic capacity,"(K02575,K15576+K15577+K15578-K15579) M00531",0.5,False,0.5,False,1.0,K02575,1,K02575,2453,
M00616,Reference_reformatted,Reference_reformatted,Sulfate-sulfur assimilation,Signature modules,Module set,Metabolic capacity,"(K02048,K23163)+K02046+K02047+K02045 M00176",0.0,False,0.1666666666666666,False,,No enzymes unique to module,,"K00860,K00958","2361,2360","K00860 is present in multiple modules: M00176/M00616,K00958 is present in multiple modules: M00176/M00596/M00616"
M00001,Type_Strain_reformatted,Type_Strain_reformatted,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K24182,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) (K01689,K27394) (K00873,K12406)",0.8888888888888888,True,0.9,True,,No enzymes unique to module,,"K00134,K00873,K00927,K01624,K01689,K01689,K01689,K01803,K01810,K01834,K01834,K25026","2438,1641,2437,2766,1661,2435,1266,2436,952,417,2556,1365","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01803 is present in multiple modules: M00001/M00002/M00003/M00165,K01810 is present in multiple modules: M00001/M00004,K01834 is present in multiple modules: M00001/M00002/M00003,K25026 is present in multiple modules: M00001/M00549"
M00002,Type_Strain_reformatted,Type_Strain_reformatted,"Glycolysis, core module involving three-carbon compounds",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) (K01689,K27394) (K00873,K12406)",1.0,True,1.0,True,,No enzymes unique to module,,"K00134,K00873,K00927,K01689,K01689,K01689,K01803,K01834,K01834","2438,1641,2437,1661,2435,1266,2436,417,2556","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01803 is present in multiple modules: M00001/M00002/M00003/M00165,K01834 is present in multiple modules: M00001/M00002/M00003"
M00003,Type_Strain_reformatted,Type_Strain_reformatted,"Gluconeogenesis, oxaloacetate => fructose-6P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K01596,K01610) (K01689,K27394) (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)",0.8571428571428571,True,0.875,True,,No enzymes unique to module,,"K00134,K00927,K01610,K01624,K01689,K01689,K01689,K01803,K01834,K01834","2438,2437,229,2766,1661,2435,1266,2436,417,2556","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01610 is present in multiple modules: M00003/M00170,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01803 is present in multiple modules: M00001/M00002/M00003/M00165,K01834 is present in multiple modules: M00001/M00002/M00003"
M00307,Type_Strain_reformatted,Type_Strain_reformatted,"Pyruvate oxidation, pyruvate => acetyl-CoA",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",0.0,False,0.6666666666666666,False,1.0,K00627,1,"K00382,K00627","1855,1856",K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032
M00009,Type_Strain_reformatted,Type_Strain_reformatted,"Citrate cycle (TCA cycle, Krebs cycle)",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K01647,K05942,K01659) (K01681,K27802,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)",0.125,False,0.1875,False,,No enzymes unique to module,,"K00382,K01679","1855,2170","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614"
M00011,Type_Strain_reformatted,Type_Strain_reformatted,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)",0.2,False,0.3,False,,No enzymes unique to module,,"K00382,K01679","1855,2170","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614"
M00004,Type_Strain_reformatted,Type_Strain_reformatted,Pentose phosphate pathway (Pentose phosphate cycle),Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)",1.0,True,1.0,True,,No enzymes unique to module,,"K00033,K00033,K00036,K00615,K00615,K00615,K00616,K01783,K01807,K01807,K01810,K07404","1338,1120,824,126,2199,443,125,1411,2742,2553,952,1910","K00033 is present in multiple modules: M00004/M00006,K00036 is present in multiple modules: M00004/M00006/M00008,K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00616 is present in multiple modules: M00004/M00007,K01783 is present in multiple modules: M00004/M00007/M00165,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612,K01810 is present in multiple modules: M00001/M00004,K07404 is present in multiple modules: M00004/M00006/M00008"
M00006,Type_Strain_reformatted,Type_Strain_reformatted,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K13937,((K00036,K19243) (K01057,K07404))) K00033",1.0,True,1.0,True,,No enzymes unique to module,,"K00033,K00033,K00036,K07404","1338,1120,824,1910","K00033 is present in multiple modules: M00004/M00006,K00036 is present in multiple modules: M00004/M00006/M00008,K07404 is present in multiple modules: M00004/M00006/M00008"
M00007,Type_Strain_reformatted,Type_Strain_reformatted,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K00615 (K00616,K13810) K01783 (K01807,K01808)",1.0,True,1.0,True,,No enzymes unique to module,,"K00615,K00615,K00615,K00616,K01783,K01807,K01807","126,2199,443,125,1411,2742,2553","K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00616 is present in multiple modules: M00004/M00007,K01783 is present in multiple modules: M00004/M00007/M00165,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612"
M00580,Type_Strain_reformatted,Type_Strain_reformatted,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K08094 (K08093,K13812),K13831) K01807",0.5,False,0.5,False,,No enzymes unique to module,,"K01807,K01807","2742,2553",K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612
M00005,Type_Strain_reformatted,Type_Strain_reformatted,"PRPP biosynthesis, ribose 5P => PRPP",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,K00948,1.0,True,1.0,True,1.0,K00948,2,"K00948,K00948","1868,2649",
M00008,Type_Strain_reformatted,Type_Strain_reformatted,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K00036 (K01057,K07404) K01690 K01625",0.75,True,0.75,True,,No enzymes unique to module,,"K00036,K01625,K07404","824,2516,1910","K00036 is present in multiple modules: M00004/M00006/M00008,K01625 is present in multiple modules: M00008/M00308/M00631/M00061,K07404 is present in multiple modules: M00004/M00006/M00008"
M00308,Type_Strain_reformatted,Type_Strain_reformatted,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)",0.5,False,0.6,False,,No enzymes unique to module,,"K00134,K00927,K01625","2438,2437,2516","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01625 is present in multiple modules: M00008/M00308/M00631/M00061"
M00631,Type_Strain_reformatted,Type_Strain_reformatted,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)",0.2,False,0.2,False,,No enzymes unique to module,,K01625,2516,K01625 is present in multiple modules: M00008/M00308/M00631/M00061
M00061,Type_Strain_reformatted,Type_Strain_reformatted,"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"K01812 K00040 (K01686,K08323) K00874 (K01625,K17463)",0.2,False,0.2,False,,No enzymes unique to module,,K01625,2516,K01625 is present in multiple modules: M00008/M00308/M00631/M00061
